year,race,round,driver,team,finish_position,quali_time_s,grid_position,driver_points,constructor_points,start_tyre,circuit_type,air_temp_c,rainfall_mm,track_temp_c,pole_gap_s,driver_form_last3,team_form_last3,driver_track_hist,driver_championship_rank,constructor_championship_rank,driver_avg_finish_last5,team_avg_finish_last5
2022,Bahrain,1,LEC,Ferrari,1,90.558,1,0.0,0.0,0,0,28.5,0.0,43.5,0.0,11.0,11.333,9.25,1.0,1.0,1.0,1.0
2022,Bahrain,1,SAI,Ferrari,2,90.687,3,0.0,0.0,0,0,28.5,0.0,43.5,0.129,11.0,11.333,9.25,1.0,1.0,3.0,1.0
2022,Bahrain,1,HAM,Mercedes,3,91.048,5,0.0,0.0,0,0,28.5,0.0,43.5,0.49,11.0,11.333,9.25,1.0,1.0,5.0,5.0
2022,Bahrain,1,RUS,Mercedes,4,91.252,9,0.0,0.0,0,0,28.5,0.0,43.5,0.694,11.0,11.333,9.25,1.0,1.0,9.0,3.0
2022,Bahrain,1,MAG,Haas F1 Team,5,91.461,7,0.0,0.0,0,0,28.5,0.0,43.5,0.903,11.0,11.333,9.25,1.0,1.0,7.0,7.0
2022,Bahrain,1,BOT,Alfa Romeo,6,91.56,6,0.0,0.0,0,0,28.5,0.0,43.5,1.002,11.0,11.333,9.25,1.0,1.0,6.0,6.0
2022,Bahrain,1,OCO,Alpine,7,91.782,11,0.0,0.0,0,0,28.5,0.0,43.5,1.224,11.0,11.333,9.25,1.0,1.0,11.0,11.0
2022,Bahrain,1,TSU,AlphaTauri,8,92.75,16,0.0,0.0,0,0,28.5,0.0,43.5,2.192,11.0,11.333,9.25,1.0,1.0,16.0,16.0
2022,Bahrain,1,ALO,Alpine,9,91.621,8,0.0,0.0,0,0,28.5,0.0,43.5,1.063,11.0,11.333,9.25,1.0,1.0,8.0,7.0
2022,Bahrain,1,ZHO,Alfa Romeo,10,92.493,15,0.0,0.0,0,0,28.5,0.0,43.5,1.935,11.0,11.333,9.25,1.0,1.0,15.0,6.0
2022,Bahrain,1,MSC,Haas F1 Team,11,91.998,12,0.0,0.0,0,0,28.5,0.0,43.5,1.44,11.0,11.333,9.25,1.0,1.0,12.0,5.0
2022,Bahrain,1,STR,Aston Martin,12,93.032,19,0.0,0.0,0,0,28.5,0.0,43.5,2.474,11.0,11.333,9.25,1.0,1.0,19.0,19.0
2022,Bahrain,1,ALB,Williams,13,92.664,14,0.0,0.0,0,0,28.5,0.0,43.5,2.106,11.0,11.333,9.25,1.0,1.0,14.0,14.0
2022,Bahrain,1,RIC,McLaren,14,92.945,18,0.0,0.0,1,0,28.5,0.0,43.5,2.387,11.0,11.333,9.25,1.0,1.0,18.0,18.0
2022,Bahrain,1,NOR,McLaren,15,92.008,13,0.0,0.0,1,0,28.5,0.0,43.5,1.45,11.0,11.333,9.25,1.0,1.0,13.0,14.0
2022,Bahrain,1,LAT,Williams,16,93.634,20,0.0,0.0,0,0,28.5,0.0,43.5,3.076,11.0,11.333,9.25,1.0,1.0,20.0,13.0
2022,Bahrain,1,HUL,Aston Martin,17,92.777,17,0.0,0.0,0,0,28.5,0.0,43.5,2.219,11.0,11.333,9.25,1.0,1.0,17.0,12.0
2022,Bahrain,1,PER,Red Bull Racing,18,90.921,4,0.0,0.0,0,0,28.5,0.0,43.5,0.363,11.0,11.333,9.25,1.0,1.0,4.0,4.0
2022,Bahrain,1,VER,Red Bull Racing,19,90.681,2,0.0,0.0,0,0,28.5,0.0,43.5,0.123,11.0,11.333,9.25,1.0,1.0,2.0,18.0
2022,Bahrain,1,GAS,AlphaTauri,20,91.635,10,0.0,0.0,0,0,28.5,0.0,43.5,1.077,11.0,11.333,9.25,1.0,1.0,10.0,8.0
2022,Saudi Arabia,2,VER,Red Bull Racing,1,88.461,4,0.0,0.0,1,1,31.3,0.0,46.3,0.261,19.0,18.5,9.25,10.0,9.0,19.0,18.5
2022,Saudi Arabia,2,LEC,Ferrari,2,88.225,2,26.0,44.0,1,1,31.3,0.0,46.3,0.025,1.0,1.5,9.25,1.0,1.0,1.0,1.5
2022,Saudi Arabia,2,SAI,Ferrari,3,88.402,3,18.0,44.0,1,1,31.3,0.0,46.3,0.202,2.0,1.5,9.25,2.0,1.0,2.0,1.6666666666666667
2022,Saudi Arabia,2,PER,Red Bull Racing,4,88.2,1,0.0,0.0,1,1,31.3,0.0,46.3,0.0,18.0,18.5,9.25,10.0,9.0,18.0,12.666666666666666
2022,Saudi Arabia,2,RUS,Mercedes,5,89.104,6,12.0,27.0,1,1,31.3,0.0,46.3,0.904,4.0,3.5,9.25,4.0,3.0,4.0,3.5
2022,Saudi Arabia,2,OCO,Alpine,6,89.068,5,6.0,0.0,1,1,31.3,0.0,46.3,0.868,7.0,8.0,9.25,7.0,9.0,7.0,8.0
2022,Saudi Arabia,2,NOR,McLaren,7,89.651,11,0.0,0.0,1,1,31.3,0.0,46.3,1.451,15.0,14.5,9.25,10.0,9.0,15.0,14.5
2022,Saudi Arabia,2,GAS,AlphaTauri,8,89.254,9,0.0,4.0,1,1,31.3,0.0,46.3,1.054,20.0,14.0,9.25,10.0,8.0,20.0,14.0
2022,Saudi Arabia,2,MAG,Haas F1 Team,9,89.546,10,10.0,10.0,2,1,31.3,0.0,46.3,1.346,5.0,8.0,9.25,5.0,5.0,5.0,8.0
2022,Saudi Arabia,2,HAM,Mercedes,10,90.343,15,15.0,27.0,2,1,31.3,0.0,46.3,2.143,3.0,3.5,9.25,3.0,3.0,3.0,4.0
2022,Saudi Arabia,2,ZHO,Alfa Romeo,11,89.819,12,1.0,9.0,1,1,31.3,0.0,46.3,1.619,10.0,8.0,9.25,9.0,6.0,10.0,8.0
2022,Saudi Arabia,2,HUL,Aston Martin,12,90.543,17,0.0,0.0,2,1,31.3,0.0,46.3,2.343,17.0,14.5,9.25,10.0,9.0,17.0,14.5
2022,Saudi Arabia,2,STR,Aston Martin,13,90.256,13,0.0,0.0,1,1,31.3,0.0,46.3,2.056,12.0,14.5,9.25,10.0,9.0,12.0,13.666666666666666
2022,Saudi Arabia,2,ALB,Williams,14,90.492,16,0.0,0.0,1,1,31.3,0.0,46.3,2.292,13.0,14.5,9.25,10.0,9.0,13.0,14.5
2022,Saudi Arabia,2,BOT,Alfa Romeo,15,89.183,8,8.0,9.0,1,1,31.3,0.0,46.3,0.983,6.0,8.0,9.25,6.0,6.0,6.0,9.0
2022,Saudi Arabia,2,ALO,Alpine,16,89.147,7,2.0,0.0,1,1,31.3,0.0,46.3,0.947,9.0,8.0,9.25,8.0,9.0,9.0,7.333333333333333
2022,Saudi Arabia,2,RIC,McLaren,17,89.773,14,0.0,0.0,1,1,31.3,0.0,46.3,1.573,14.0,14.5,9.25,10.0,9.0,14.0,12.0
2022,Saudi Arabia,2,LAT,Williams,18,91.817,18,0.0,0.0,1,1,31.3,0.0,46.3,3.617,16.0,14.5,9.25,10.0,9.0,16.0,14.333333333333334
2022,Australia,3,LEC,Ferrari,1,77.868,1,45.0,78.0,1,1,26.5,0.0,41.5,0.0,1.5,2.333,9.25,1.0,1.0,1.5,2.0
2022,Australia,3,PER,Red Bull Racing,2,78.24,3,12.0,0.0,1,1,26.5,0.0,41.5,0.372,11.0,7.667,9.25,7.0,13.0,11.0,10.5
2022,Australia,3,RUS,Mercedes,3,78.933,6,22.0,38.0,1,1,26.5,0.0,41.5,1.065,4.5,6.333,9.25,4.0,3.0,4.5,5.5
2022,Australia,3,HAM,Mercedes,4,78.825,5,16.0,38.0,1,1,26.5,0.0,41.5,0.957,6.5,6.333,9.25,5.0,3.0,6.5,5.0
2022,Australia,3,NOR,McLaren,5,78.703,4,6.0,6.0,1,1,26.5,0.0,41.5,0.835,11.0,12.667,9.25,10.0,11.0,11.0,13.25
2022,Australia,3,RIC,McLaren,6,79.032,7,0.0,6.0,1,1,26.5,0.0,41.5,1.164,15.5,12.667,9.25,15.0,11.0,15.5,11.6
2022,Australia,3,OCO,Alpine,7,79.061,8,14.0,0.0,1,1,26.5,0.0,41.5,1.193,6.5,9.667,9.25,6.0,13.0,6.5,9.5
2022,Australia,3,BOT,Alfa Romeo,8,79.251,12,8.0,9.0,1,1,26.5,0.0,41.5,1.383,10.5,12.0,9.25,9.0,7.0,10.5,10.5
2022,Australia,3,GAS,AlphaTauri,9,79.226,11,4.0,8.0,1,1,26.5,0.0,41.5,1.358,14.0,12.0,9.25,11.0,9.0,14.0,12.0
2022,Australia,3,ALB,Williams,10,80.135,20,0.0,0.0,2,1,26.5,0.0,41.5,2.267,13.5,16.0,9.25,15.0,13.0,13.5,15.25
2022,Australia,3,ZHO,Alfa Romeo,11,79.91,14,1.0,9.0,1,1,26.5,0.0,41.5,2.042,10.5,12.0,9.25,14.0,7.0,10.5,10.0
2022,Australia,3,MSC,Haas F1 Team,13,80.104,15,0.0,12.0,1,1,26.5,0.0,41.5,2.236,11.0,8.333,9.25,15.0,5.0,11.0,8.333333333333334
2022,Australia,3,MAG,Haas F1 Team,14,80.254,16,12.0,12.0,2,1,26.5,0.0,41.5,2.386,7.0,8.333,9.25,7.0,5.0,7.0,9.5
2022,Australia,3,TSU,AlphaTauri,15,79.424,13,4.0,8.0,1,1,26.5,0.0,41.5,1.556,8.0,12.0,9.25,11.0,9.0,8.0,11.25
2022,Australia,3,LAT,Williams,16,81.372,18,0.0,0.0,1,1,26.5,0.0,41.5,3.504,17.0,16.0,9.25,15.0,13.0,17.0,14.2
2022,Australia,3,ALO,Alpine,17,78.815,10,2.0,0.0,2,1,26.5,0.0,41.5,0.947,12.5,9.667,9.25,13.0,13.0,12.5,9.0
2022,Australia,3,VER,Red Bull Racing,18,78.154,2,25.0,0.0,1,1,26.5,0.0,41.5,0.286,10.0,7.667,9.25,3.0,13.0,10.0,8.8
2022,Australia,3,VET,Aston Martin,19,81.149,17,0.0,0.0,2,1,26.5,0.0,41.5,3.281,11.0,12.333,9.25,15.0,13.0,17.0,13.5
2022,Australia,3,SAI,Ferrari,20,78.469,9,33.0,78.0,2,1,26.5,0.0,41.5,0.601,2.5,2.333,9.25,2.0,1.0,2.5,1.8
2022,Emilia Romagna,4,VER,Red Bull Racing,1,78.793,1,25.0,0.0,3,0,15.5,3.3,20.5,0.0,12.667,7.0,9.25,6.0,14.0,12.666666666666666,8.8
2022,Emilia Romagna,4,PER,Red Bull Racing,2,79.296,3,30.0,0.0,3,0,15.5,3.3,20.5,0.503,8.0,7.0,9.25,4.0,14.0,8.0,5.2
2022,Emilia Romagna,4,NOR,McLaren,3,79.294,5,16.0,24.0,3,0,15.5,3.3,20.5,0.501,9.0,9.333,9.25,8.0,5.0,9.0,10.0
2022,Emilia Romagna,4,RUS,Mercedes,4,80.383,11,37.0,65.0,3,0,15.5,3.3,20.5,1.59,4.0,5.667,9.25,2.0,3.0,4.0,5.2
2022,Emilia Romagna,4,BOT,Alfa Romeo,5,80.192,7,12.0,13.0,3,0,15.5,3.3,20.5,1.399,9.667,10.0,9.25,9.0,7.0,9.666666666666666,11.0
2022,Emilia Romagna,4,LEC,Ferrari,6,78.796,2,71.0,104.0,3,0,15.5,3.3,20.5,0.003,1.333,8.0,9.25,1.0,1.0,1.3333333333333333,5.6
2022,Emilia Romagna,4,TSU,AlphaTauri,7,80.474,12,4.0,10.0,3,0,15.5,3.3,20.5,1.681,11.5,10.667,9.25,13.0,11.0,11.5,12.0
2022,Emilia Romagna,4,VET,Aston Martin,8,79.957,13,0.0,0.0,3,0,15.5,3.3,20.5,1.164,19.0,14.667,9.25,16.0,14.0,19.0,14.6
2022,Emilia Romagna,4,MAG,Haas F1 Team,9,79.902,8,12.0,12.0,3,0,15.5,3.3,20.5,1.109,9.333,12.0,9.25,9.0,9.0,9.333333333333334,10.4
2022,Emilia Romagna,4,STR,Aston Martin,10,80.342,15,0.0,0.0,3,0,15.5,3.3,20.5,1.549,12.5,14.667,9.25,16.0,14.0,12.5,13.8
2022,Emilia Romagna,4,GAS,AlphaTauri,12,80.732,17,6.0,10.0,3,0,15.5,3.3,20.5,1.939,12.333,10.667,9.25,12.0,11.0,12.333333333333334,11.8
2022,Emilia Romagna,4,HAM,Mercedes,13,80.47,14,28.0,65.0,3,0,15.5,3.3,20.5,1.677,5.667,5.667,9.25,5.0,3.0,5.666666666666667,5.2
2022,Emilia Romagna,4,OCO,Alpine,14,82.338,16,20.0,0.0,3,0,15.5,3.3,20.5,3.545,6.667,13.333,9.25,7.0,14.0,6.666666666666667,11.0
2022,Emilia Romagna,4,ZHO,Alfa Romeo,15,79.73,0,1.0,13.0,3,0,15.5,3.3,20.5,0.937,10.667,10.0,9.25,15.0,7.0,10.666666666666666,10.0
2022,Emilia Romagna,4,LAT,Williams,16,81.971,19,0.0,1.0,3,0,15.5,3.3,20.5,3.178,16.667,14.667,9.25,16.0,13.0,16.666666666666668,14.8
2022,Emilia Romagna,4,MSC,Haas F1 Team,17,80.422,10,0.0,12.0,3,0,15.5,3.3,20.5,1.629,12.0,12.0,9.25,16.0,9.0,12.0,11.2
2022,Emilia Romagna,4,RIC,McLaren,18,79.98,6,8.0,24.0,3,0,15.5,3.3,20.5,1.187,12.333,9.333,9.25,11.0,5.0,12.333333333333334,7.6
2022,Emilia Romagna,4,ALO,Alpine,19,79.595,9,2.0,0.0,3,0,15.5,3.3,20.5,0.802,14.0,13.333,9.25,14.0,14.0,14.0,12.0
2022,Emilia Romagna,4,SAI,Ferrari,20,78.99,4,33.0,104.0,3,0,15.5,3.3,20.5,0.197,8.333,8.0,9.25,3.0,1.0,8.333333333333334,6.4
2022,Miami,5,VER,Red Bull Racing,1,88.991,3,59.0,0.0,1,1,33.1,2.0,38.1,0.195,6.667,1.667,9.25,2.0,17.0,9.75,5.4
2022,Miami,5,LEC,Ferrari,2,88.796,1,86.0,124.0,1,1,33.1,2.0,38.1,0.0,3.0,15.333,9.25,1.0,1.0,2.5,10.0
2022,Miami,5,SAI,Ferrari,3,88.986,2,38.0,124.0,1,1,33.1,2.0,38.1,0.19,14.333,15.333,9.25,5.0,1.0,11.25,9.8
2022,Miami,5,PER,Red Bull Racing,4,89.036,4,54.0,0.0,1,1,33.1,2.0,38.1,0.24,2.667,1.667,9.25,3.0,17.0,6.5,4.8
2022,Miami,5,RUS,Mercedes,5,90.173,12,49.0,77.0,2,1,33.1,2.0,38.1,1.377,4.0,6.667,9.25,4.0,3.0,4.0,6.8
2022,Miami,5,HAM,Mercedes,6,89.625,6,28.0,77.0,1,1,33.1,2.0,38.1,0.829,9.0,6.667,9.25,7.0,3.0,7.5,5.8
2022,Miami,5,BOT,Alfa Romeo,7,89.475,5,24.0,25.0,1,1,33.1,2.0,38.1,0.679,9.333,10.333,9.25,8.0,7.0,8.5,10.8
2022,Miami,5,ALB,Williams,9,91.266,18,1.0,1.0,1,1,33.1,2.0,38.1,2.47,12.333,14.0,9.25,15.0,15.0,12.333333333333334,14.8
2022,Miami,5,STR,Aston Martin,10,89.996,0,1.0,5.0,2,1,33.1,2.0,38.1,1.2,11.667,12.333,9.25,15.0,13.0,11.666666666666666,12.4
2022,Miami,5,ALO,Alpine,11,90.16,11,2.0,0.0,1,1,33.1,2.0,38.1,1.364,17.333,16.667,9.25,14.0,17.0,15.25,14.6
2022,Miami,5,TSU,AlphaTauri,12,89.932,9,10.0,16.0,1,1,33.1,2.0,38.1,1.136,10.0,11.333,9.25,11.0,9.0,10.0,10.2
2022,Miami,5,RIC,McLaren,13,90.31,14,11.0,46.0,1,1,33.1,2.0,38.1,1.514,13.667,9.0,9.25,10.0,5.0,13.75,9.8
2022,Miami,5,LAT,Williams,14,91.325,19,0.0,1.0,2,1,33.1,2.0,38.1,2.529,16.667,14.0,9.25,18.0,15.0,16.5,13.8
2022,Miami,5,MSC,Haas F1 Team,15,90.423,15,0.0,15.0,1,1,33.1,2.0,38.1,1.627,13.667,13.333,9.25,18.0,11.0,13.666666666666666,12.4
2022,Miami,5,MAG,Haas F1 Team,16,90.975,16,15.0,15.0,1,1,33.1,2.0,38.1,2.179,10.667,13.333,9.25,9.0,11.0,9.25,13.6
2022,Miami,5,VET,Aston Martin,17,90.214,0,4.0,5.0,2,1,33.1,2.0,38.1,1.418,13.5,12.333,9.25,13.0,13.0,13.5,12.0
2022,Miami,5,GAS,AlphaTauri,18,89.69,7,6.0,16.0,1,1,33.1,2.0,38.1,0.894,9.667,11.333,9.25,12.0,9.0,12.25,11.0
2022,Miami,5,NOR,McLaren,19,89.634,8,35.0,46.0,1,1,33.1,2.0,38.1,0.838,5.0,9.0,9.25,6.0,5.0,7.5,9.0
2022,Miami,5,ZHO,Alfa Romeo,20,91.02,17,1.0,25.0,1,1,33.1,2.0,38.1,2.224,12.333,10.333,9.25,15.0,7.0,11.75,9.2
2022,Spain,6,VER,Red Bull Racing,1,79.073,2,85.0,0.0,0,0,34.8,0.0,49.8,0.323,6.667,2.333,9.25,2.0,17.0,8.0,5.2
2022,Spain,6,PER,Red Bull Racing,2,79.42,5,66.0,0.0,0,0,34.8,0.0,49.8,0.67,2.667,2.333,9.25,3.0,17.0,6.0,1.8
2022,Spain,6,RUS,Mercedes,3,79.393,4,59.0,95.0,0,0,34.8,0.0,49.8,0.643,4.0,8.0,9.25,4.0,3.0,4.2,6.4
2022,Spain,6,SAI,Ferrari,4,79.166,3,53.0,157.0,0,0,34.8,0.0,49.8,0.416,14.333,8.333,9.25,5.0,1.0,9.6,10.2
2022,Spain,6,HAM,Mercedes,5,79.512,6,36.0,95.0,1,0,34.8,0.0,49.8,0.762,7.667,8.0,9.25,6.0,3.0,7.2,6.2
2022,Spain,6,BOT,Alfa Romeo,6,79.608,7,30.0,31.0,0,0,34.8,0.0,49.8,0.858,6.667,14.0,9.25,8.0,7.0,8.2,11.6
2022,Spain,6,OCO,Alpine,7,80.638,12,24.0,0.0,0,0,34.8,0.0,49.8,1.888,9.0,14.667,9.25,9.0,17.0,8.5,13.6
2022,Spain,6,NOR,McLaren,8,80.471,11,35.0,46.0,0,0,34.8,0.0,49.8,1.721,9.0,16.667,9.25,7.0,5.0,9.8,11.8
2022,Spain,6,ALO,Alpine,9,81.043,20,2.0,0.0,0,0,34.8,0.0,49.8,2.293,15.667,14.667,9.25,16.0,17.0,14.4,13.6
2022,Spain,6,TSU,AlphaTauri,10,80.639,13,10.0,16.0,0,0,34.8,0.0,49.8,1.889,11.333,14.0,9.25,12.0,9.0,10.5,12.8
2022,Spain,6,VET,Aston Martin,11,80.954,16,4.0,6.0,0,0,34.8,0.0,49.8,2.204,14.667,12.333,9.25,14.0,13.0,14.666666666666666,12.8
2022,Spain,6,RIC,McLaren,12,80.287,9,11.0,46.0,0,0,34.8,0.0,49.8,1.537,12.333,16.667,9.25,11.0,5.0,13.6,12.2
2022,Spain,6,GAS,AlphaTauri,13,80.719,14,6.0,16.0,0,0,34.8,0.0,49.8,1.969,13.0,14.0,9.25,13.0,9.0,13.4,11.8
2022,Spain,6,MSC,Haas F1 Team,14,80.368,10,0.0,15.0,0,0,34.8,0.0,49.8,1.618,15.0,16.0,9.25,19.0,11.0,14.0,14.2
2022,Spain,6,STR,Aston Martin,15,81.418,17,2.0,6.0,0,0,34.8,0.0,49.8,2.668,11.0,12.333,9.25,16.0,13.0,11.25,11.2
2022,Spain,6,LAT,Williams,16,81.915,19,0.0,3.0,0,0,34.8,0.0,49.8,3.165,15.333,13.0,9.25,19.0,15.0,16.0,13.0
2022,Spain,6,MAG,Haas F1 Team,17,79.682,8,15.0,15.0,0,0,34.8,0.0,49.8,0.932,13.0,16.0,9.25,10.0,11.0,10.6,14.2
2022,Spain,6,ALB,Williams,18,81.645,18,3.0,3.0,0,0,34.8,0.0,49.8,2.895,11.0,13.0,9.25,15.0,15.0,11.5,14.2
2022,Spain,6,ZHO,Alfa Romeo,19,80.476,15,1.0,31.0,0,0,34.8,0.0,49.8,1.726,15.333,14.0,9.25,18.0,7.0,13.4,10.6
2022,Spain,6,LEC,Ferrari,20,78.75,1,104.0,157.0,0,0,34.8,0.0,49.8,0.0,3.0,8.333,9.25,1.0,1.0,2.4,7.0
2022,Monaco,7,PER,Red Bull Racing,1,71.629,3,85.0,0.0,4,1,25.1,3.4,30.1,0.253,2.667,2.333,9.25,3.0,17.0,2.8,2.0
2022,Monaco,7,SAI,Ferrari,2,71.601,2,65.0,169.0,4,1,25.1,3.4,30.1,0.225,9.0,9.0,9.25,5.0,1.0,10.0,9.8
2022,Monaco,7,VER,Red Bull Racing,3,71.666,4,110.0,0.0,4,1,25.1,3.4,30.1,0.29,1.0,2.333,9.25,1.0,17.0,4.4,1.8
2022,Monaco,7,LEC,Ferrari,4,71.376,1,104.0,169.0,4,1,25.1,3.4,30.1,0.0,9.333,9.0,9.25,2.0,1.0,6.2,6.2
2022,Monaco,7,RUS,Mercedes,5,72.112,6,74.0,120.0,4,1,25.1,3.4,30.1,0.736,4.0,4.333,9.25,4.0,3.0,4.0,6.4
2022,Monaco,7,NOR,McLaren,6,71.849,5,39.0,50.0,4,1,25.1,3.4,30.1,0.473,10.0,11.0,9.25,7.0,5.0,8.4,14.0
2022,Monaco,7,ALO,Alpine,7,72.247,7,4.0,0.0,4,1,25.1,3.4,30.1,0.871,13.0,9.0,9.25,14.0,17.0,14.4,12.0
2022,Monaco,7,HAM,Mercedes,8,72.56,8,46.0,120.0,4,1,25.1,3.4,30.1,1.184,8.0,4.333,9.25,6.0,3.0,7.6,4.8
2022,Monaco,7,BOT,Alfa Romeo,9,72.909,12,38.0,39.0,4,1,25.1,3.4,30.1,1.533,6.0,15.0,9.25,8.0,7.0,8.2,13.4
2022,Monaco,7,VET,Aston Martin,10,72.613,9,4.0,6.0,4,1,25.1,3.4,30.1,1.237,12.0,14.333,9.25,14.0,13.0,13.75,12.6
2022,Monaco,7,GAS,AlphaTauri,11,73.66,17,6.0,17.0,3,1,25.1,3.4,30.1,2.284,14.333,11.667,9.25,13.0,9.0,12.0,13.0
2022,Monaco,7,OCO,Alpine,12,72.528,10,30.0,0.0,4,1,25.1,3.4,30.1,1.152,9.333,9.0,9.25,9.0,17.0,8.2,10.6
2022,Monaco,7,RIC,McLaren,13,72.964,14,11.0,50.0,4,1,25.1,3.4,30.1,1.588,14.333,11.0,9.25,11.0,5.0,13.2,11.6
2022,Monaco,7,STR,Aston Martin,14,73.678,18,2.0,6.0,4,1,25.1,3.4,30.1,2.302,11.667,14.333,9.25,17.0,13.0,12.0,12.6
2022,Monaco,7,LAT,Williams,15,74.403,19,0.0,3.0,4,1,25.1,3.4,30.1,3.027,15.333,16.0,9.25,19.0,15.0,16.0,14.6
2022,Monaco,7,ZHO,Alfa Romeo,16,75.606,20,1.0,39.0,4,1,25.1,3.4,30.1,4.23,18.0,15.0,9.25,18.0,7.0,15.2,12.2
2022,Monaco,7,TSU,AlphaTauri,17,72.797,11,11.0,17.0,4,1,25.1,3.4,30.1,1.421,9.667,11.667,9.25,11.0,9.0,10.4,12.8
2022,Monaco,7,ALB,Williams,18,73.611,16,3.0,3.0,4,1,25.1,3.4,30.1,2.235,12.333,16.0,9.25,16.0,15.0,12.8,14.4
2022,Monaco,7,MSC,Haas F1 Team,19,73.081,15,0.0,15.0,4,1,25.1,3.4,30.1,1.705,15.333,15.667,9.25,19.0,11.0,14.0,15.8
2022,Monaco,7,MAG,Haas F1 Team,20,72.921,13,15.0,15.0,4,1,25.1,3.4,30.1,1.545,14.0,15.667,9.25,10.0,11.0,13.0,16.2
2022,Canada,8,VER,Red Bull Racing,1,81.299,1,125.0,0.0,1,1,20.9,0.0,35.9,0.0,1.667,2.0,9.25,1.0,17.0,4.8,2.2
2022,Canada,8,SAI,Ferrari,2,82.096,3,83.0,199.0,1,1,20.9,0.0,35.9,0.797,3.0,3.333,9.25,5.0,1.0,9.8,6.6
2022,Canada,8,HAM,Mercedes,3,82.891,4,50.0,134.0,1,1,20.9,0.0,35.9,1.592,6.333,6.0,9.25,6.0,3.0,7.2,5.4
2022,Canada,8,RUS,Mercedes,4,83.557,8,84.0,134.0,1,1,20.9,0.0,35.9,2.258,4.333,6.0,9.25,4.0,3.0,4.0,4.8
2022,Canada,8,LEC,Ferrari,5,93.008,19,116.0,199.0,2,1,20.9,0.0,35.9,11.709,8.667,3.333,9.25,2.0,1.0,6.6,6.4
2022,Canada,8,OCO,Alpine,6,83.529,7,30.0,0.0,1,1,20.9,0.0,35.9,2.23,11.0,9.333,9.25,9.0,17.0,9.2,9.2
2022,Canada,8,BOT,Alfa Romeo,7,86.788,11,40.0,41.0,2,1,20.9,0.0,35.9,5.489,7.333,14.667,9.25,8.0,7.0,7.0,14.0
2022,Canada,8,ZHO,Alfa Romeo,8,84.03,10,1.0,41.0,1,1,20.9,0.0,35.9,2.731,18.333,14.667,9.25,18.0,7.0,16.2,11.4
2022,Canada,8,ALO,Alpine,9,81.944,2,10.0,0.0,1,1,20.9,0.0,35.9,0.645,9.0,9.333,9.25,13.0,17.0,12.6,8.2
2022,Canada,8,STR,Aston Martin,10,95.532,17,2.0,7.0,2,1,20.9,0.0,35.9,14.233,13.0,13.0,9.25,17.0,13.0,12.4,13.4
2022,Canada,8,RIC,McLaren,11,83.749,9,11.0,59.0,1,1,20.9,0.0,35.9,2.45,12.667,9.0,9.25,11.0,5.0,12.4,11.6
2022,Canada,8,VET,Aston Martin,12,94.512,16,5.0,7.0,1,1,20.9,0.0,35.9,13.213,12.667,13.0,9.25,15.0,13.0,13.0,12.0
2022,Canada,8,ALB,Williams,13,86.858,12,3.0,3.0,1,1,20.9,0.0,35.9,5.559,15.0,16.333,9.25,16.0,15.0,13.8,16.2
2022,Canada,8,GAS,AlphaTauri,14,94.492,15,6.0,17.0,1,1,20.9,0.0,35.9,13.193,14.0,13.667,9.25,14.0,9.0,12.6,13.8
2022,Canada,8,NOR,McLaren,15,94.066,14,48.0,59.0,2,1,20.9,0.0,35.9,12.767,11.0,9.0,9.25,7.0,5.0,8.2,10.0
2022,Canada,8,LAT,Williams,16,95.66,18,0.0,3.0,1,1,20.9,0.0,35.9,14.361,15.0,16.333,9.25,19.0,15.0,15.4,16.0
2022,Canada,8,MAG,Haas F1 Team,17,82.96,5,15.0,15.0,1,1,20.9,0.0,35.9,1.661,17.667,17.667,9.25,10.0,11.0,15.2,17.2
2022,Canada,8,TSU,AlphaTauri,18,96.575,20,11.0,17.0,1,1,20.9,0.0,35.9,15.276,13.0,13.667,9.25,11.0,9.0,12.2,13.0
2022,Canada,8,MSC,Haas F1 Team,19,83.356,6,0.0,15.0,1,1,20.9,0.0,35.9,2.057,16.0,17.667,9.25,19.0,11.0,15.6,17.4
2022,Canada,8,PER,Red Bull Racing,20,93.127,13,110.0,0.0,2,1,20.9,0.0,35.9,11.828,2.333,2.0,9.25,3.0,17.0,2.2,1.6
2022,British,9,SAI,Ferrari,1,100.19,1,83.0,199.0,1,0,19.0,0.9,34.0,1.061,2.667,3.0,9.25,5.0,1.0,6.2,6.6
2022,British,9,PER,Red Bull Racing,2,100.521,4,129.0,0.0,1,0,19.0,0.9,34.0,1.392,7.667,8.0,9.25,2.0,17.0,5.8,5.4
2022,British,9,HAM,Mercedes,3,100.428,5,62.0,161.0,1,0,19.0,0.9,34.0,1.299,5.333,5.0,9.25,6.0,3.0,7.0,5.0
2022,British,9,LEC,Ferrari,4,99.846,3,116.0,199.0,1,0,19.0,0.9,34.0,0.717,9.667,3.0,9.25,3.0,1.0,7.4,2.8
2022,British,9,ALO,Alpine,5,101.598,7,16.0,0.0,1,0,19.0,0.9,34.0,2.469,8.333,9.0,9.25,10.0,17.0,11.0,8.6
2022,British,9,NOR,McLaren,6,101.515,6,50.0,65.0,1,0,19.0,0.9,34.0,2.386,9.667,13.0,9.25,7.0,5.0,10.2,11.4
