year,race,round,driver,team,finish_position,quali_time_s,grid_position,driver_points,constructor_points,start_tyre,circuit_type,air_temp_c,rainfall_mm,track_temp_c,pole_gap_s,driver_form_last3,team_form_last3,driver_track_hist,driver_championship_rank,constructor_championship_rank,driver_avg_finish_last5,team_avg_finish_last5
2024,Monaco,8,HUL,Haas F1 Team,19,71.44,19,6.0,7.0,1,1,20.8,0.0,35.8,1.17,10.667,14.0,17.0,12.0,9.0,10.4,13.8
2024,Monaco,8,MAG,Haas F1 Team,20,71.725,20,1.0,7.0,2,1,20.8,0.0,35.8,1.455,15.667,14.0,19.5,14.0,9.0,14.0,14.4
2024,Canada,9,VER,Red Bull Racing,1,72.0,2,169.0,0.0,3,1,19.2,4.4,24.2,0.258,3.0,10.667,1.0,1.0,13.0,2.2,7.4
2024,Canada,9,NOR,McLaren,2,72.021,3,113.0,184.0,3,1,19.2,4.4,24.2,0.279,2.333,2.667,14.0,3.0,3.0,2.8,5.0
2024,Canada,9,RUS,Mercedes,3,71.742,1,54.0,96.0,3,1,19.2,4.4,24.2,0.0,6.667,6.0,11.5,7.0,5.0,6.6,6.6
2024,Canada,9,HAM,Mercedes,4,71.979,7,42.0,96.0,3,1,19.2,4.4,24.2,0.237,6.333,6.0,3.0,8.0,5.0,7.4,5.6
2024,Canada,9,PIA,McLaren,5,72.103,4,71.0,184.0,3,1,19.2,4.4,24.2,0.361,6.333,2.667,11.0,6.0,3.0,7.0,2.8
2024,Canada,9,ALO,Aston Martin,6,72.228,6,33.0,44.0,3,1,19.2,4.4,24.2,0.486,13.0,14.667,5.5,9.0,7.0,10.4,14.0
2024,Canada,9,STR,Aston Martin,7,72.659,9,11.0,44.0,3,1,19.2,4.4,24.2,0.917,13.333,14.667,9.5,11.0,7.0,13.4,11.8
2024,Canada,9,RIC,RB,8,72.178,5,5.0,0.0,3,1,19.2,4.4,24.2,0.436,13.333,11.0,11.0,13.0,13.0,15.4,11.6
2024,Canada,9,GAS,Alpine,9,72.94,15,1.0,0.0,3,1,19.2,4.4,24.2,1.198,12.667,14.333,13.0,15.0,13.0,13.4,13.8
2024,Canada,9,OCO,Alpine,10,73.435,18,1.0,0.0,3,1,19.2,4.4,24.2,1.693,13.667,14.333,7.0,15.0,13.0,13.4,13.2
2024,Canada,9,HUL,Haas F1 Team,11,73.978,17,6.0,7.0,4,1,19.2,4.4,24.2,2.236,13.667,17.0,15.0,12.0,9.0,12.4,16.2
2024,Canada,9,MAG,Haas F1 Team,12,72.916,14,1.0,7.0,4,1,19.2,4.4,24.2,1.174,17.0,17.0,17.0,15.0,9.0,16.0,14.6
2024,Canada,9,BOT,Kick Sauber,13,73.366,19,0.0,0.0,3,1,19.2,4.4,24.2,1.624,15.667,14.667,8.5,18.0,13.0,16.2,15.6
2024,Canada,9,TSU,RB,14,72.303,8,19.0,0.0,3,1,19.2,4.4,24.2,0.561,8.333,11.0,16.0,10.0,13.0,10.8,10.2
2024,Canada,9,ZHO,Kick Sauber,15,74.292,20,0.0,0.0,3,1,19.2,4.4,24.2,2.55,15.0,14.667,12.0,18.0,13.0,15.4,15.0
2024,Canada,9,SAI,Ferrari,16,72.728,12,108.0,252.0,3,1,19.2,4.4,24.2,0.986,4.333,3.0,3.5,4.0,1.0,4.2,3.4
2024,Canada,9,ALB,Williams,17,72.485,10,2.0,2.0,3,1,19.2,4.4,24.2,0.743,15.667,13.667,10.0,14.0,11.0,15.8,16.2
2024,Canada,9,PER,Red Bull Racing,18,73.326,16,107.0,0.0,3,1,19.2,4.4,24.2,1.584,10.0,10.667,13.0,5.0,13.0,7.0,6.8
2024,Canada,9,LEC,Ferrari,19,72.691,11,138.0,252.0,3,1,19.2,4.4,24.2,0.949,2.333,3.0,4.5,2.0,1.0,3.0,5.6
2024,Canada,9,SAR,Williams,20,72.736,13,0.0,2.0,3,1,19.2,4.4,24.2,0.994,17.333,13.667,20.0,18.0,11.0,17.2,15.6
2024,Spain,10,VER,Red Bull Racing,1,71.403,2,194.0,0.0,0,0,22.1,2.8,27.1,0.02,2.667,12.333,1.0,1.0,13.0,2.2,10.2
2024,Spain,10,NOR,McLaren,2,71.383,1,131.0,212.0,0,0,22.1,2.8,27.1,0.0,2.667,3.667,12.5,3.0,3.0,2.2,3.4
2024,Spain,10,HAM,Mercedes,3,71.701,3,55.0,124.0,0,0,22.1,2.8,27.1,0.318,5.667,4.667,3.5,8.0,5.0,6.4,5.2
2024,Spain,10,RUS,Mercedes,4,71.703,4,69.0,124.0,0,0,22.1,2.8,27.1,0.32,5.0,4.667,3.0,7.0,5.0,5.8,4.4
2024,Spain,10,LEC,Ferrari,5,71.731,5,138.0,252.0,0,0,22.1,2.8,27.1,0.348,7.667,12.667,15.5,2.0,1.0,6.0,8.8
2024,Spain,10,SAI,Ferrari,6,71.736,6,108.0,252.0,0,0,22.1,2.8,27.1,0.353,8.0,12.667,4.5,4.0,1.0,6.8,8.8
2024,Spain,10,PIA,McLaren,7,72.011,9,81.0,212.0,0,0,22.1,2.8,27.1,0.628,3.667,3.667,13.0,6.0,3.0,6.4,3.0
2024,Spain,10,PER,Red Bull Racing,8,72.054,11,107.0,0.0,0,0,22.1,2.8,27.1,0.671,14.667,12.333,3.0,5.0,13.0,10.2,8.8
2024,Spain,10,GAS,Alpine,9,71.857,7,3.0,0.0,0,0,22.1,2.8,27.1,0.474,11.667,12.0,11.5,14.0,13.0,12.0,12.4
2024,Spain,10,OCO,Alpine,10,72.109,8,2.0,0.0,0,0,22.1,2.8,27.1,0.726,13.667,12.0,7.5,15.0,13.0,12.4,11.0
2024,Spain,10,HUL,Haas F1 Team,11,72.31,13,6.0,7.0,0,0,22.1,2.8,27.1,0.927,13.667,14.333,15.0,13.0,9.0,12.4,14.8
2024,Spain,10,ALO,Aston Martin,12,72.128,10,41.0,58.0,0,0,22.1,2.8,27.1,0.745,12.0,8.0,8.0,9.0,7.0,10.4,11.4
2024,Spain,10,ZHO,Kick Sauber,13,72.738,15,0.0,0.0,0,0,22.1,2.8,27.1,1.355,15.333,14.667,14.0,18.0,13.0,14.8,15.0
2024,Spain,10,STR,Aston Martin,14,72.372,14,17.0,58.0,0,0,22.1,2.8,27.1,0.989,10.0,8.0,10.5,11.0,7.0,12.4,10.0
2024,Spain,10,RIC,RB,15,73.075,18,9.0,0.0,0,0,22.1,2.8,27.1,1.692,11.0,11.333,12.0,12.0,13.0,13.2,11.0
2024,Spain,10,BOT,Kick Sauber,16,72.227,12,0.0,0.0,0,0,22.1,2.8,27.1,0.844,14.667,14.667,12.5,18.0,13.0,16.0,14.0
2024,Spain,10,MAG,Haas F1 Team,17,72.937,16,1.0,7.0,0,0,22.1,2.8,27.1,1.554,14.667,14.333,17.5,17.0,9.0,15.8,14.6
2024,Spain,10,ALB,Williams,18,73.153,20,2.0,2.0,1,0,22.1,2.8,27.1,1.77,15.333,17.333,17.0,15.0,11.0,15.2,16.2
2024,Spain,10,TSU,RB,19,72.985,17,19.0,0.0,0,0,22.1,2.8,27.1,1.602,10.667,11.333,11.0,10.0,13.0,11.6,11.4
2024,Spain,10,SAR,Williams,20,73.509,19,0.0,2.0,0,0,22.1,2.8,27.1,2.126,17.333,17.333,20.0,18.0,11.0,17.8,15.8
2024,Austria,11,RUS,Mercedes,1,64.84,3,81.0,151.0,1,0,29.0,0.0,44.0,0.526,4.0,3.667,5.5,7.0,5.0,5.4,4.2
2024,Austria,11,PIA,McLaren,2,65.048,7,87.0,237.0,1,0,29.0,0.0,44.0,0.734,4.667,4.667,16.0,6.0,3.0,6.2,4.0
2024,Austria,11,SAI,Ferrari,3,64.851,4,116.0,270.0,1,0,29.0,0.0,44.0,0.537,8.333,9.0,12.0,4.0,1.0,7.0,9.8
2024,Austria,11,HAM,Mercedes,4,64.903,5,70.0,151.0,1,0,29.0,0.0,44.0,0.589,4.667,3.667,5.5,8.0,5.0,5.2,3.0
2024,Austria,11,VER,Red Bull Racing,5,64.314,1,219.0,0.0,1,0,29.0,0.0,44.0,0.0,2.667,9.0,1.5,1.0,13.0,2.2,9.2
2024,Austria,11,HUL,Haas F1 Team,6,65.262,9,6.0,7.0,1,0,29.0,0.0,44.0,0.948,13.667,13.0,20.0,13.0,9.0,12.6,14.2
2024,Austria,11,PER,Red Bull Racing,7,65.144,8,111.0,0.0,1,0,29.0,0.0,44.0,0.83,14.667,9.0,11.5,5.0,13.0,11.2,6.6
2024,Austria,11,MAG,Haas F1 Team,8,65.347,12,1.0,7.0,1,0,29.0,0.0,44.0,1.033,16.333,13.0,13.0,17.0,9.0,16.0,11.4
2024,Austria,11,RIC,RB,9,65.289,11,9.0,0.0,1,0,29.0,0.0,44.0,0.975,11.667,16.0,9.0,12.0,13.0,12.6,13.6
2024,Austria,11,GAS,Alpine,10,65.359,13,5.0,0.0,1,0,29.0,0.0,44.0,1.045,9.333,9.667,12.5,14.0,13.0,11.2,11.0
2024,Austria,11,LEC,Ferrari,11,65.044,6,148.0,270.0,1,0,29.0,0.0,44.0,0.73,8.333,9.0,1.5,3.0,1.0,6.2,9.8
2024,Austria,11,OCO,Alpine,12,65.274,10,3.0,0.0,1,0,29.0,0.0,44.0,0.96,12.333,9.667,9.5,15.0,13.0,12.2,9.6
2024,Austria,11,STR,Aston Martin,13,65.819,17,17.0,58.0,1,0,29.0,0.0,44.0,1.505,11.667,11.0,11.0,11.0,7.0,12.2,10.6
2024,Austria,11,TSU,RB,14,65.412,14,19.0,0.0,1,0,29.0,0.0,44.0,1.098,13.667,16.0,17.5,10.0,13.0,11.6,13.0
2024,Austria,11,ALB,Williams,15,65.736,16,2.0,2.0,1,0,29.0,0.0,44.0,1.422,14.667,19.333,11.5,16.0,11.0,16.4,18.0
2024,Austria,11,BOT,Kick Sauber,16,65.847,18,0.0,0.0,1,0,29.0,0.0,44.0,1.533,14.0,14.667,13.0,18.0,13.0,15.2,14.6
2024,Austria,11,ZHO,Kick Sauber,17,66.061,20,0.0,0.0,2,0,29.0,0.0,44.0,1.747,14.667,14.667,13.0,18.0,13.0,14.6,14.6
2024,Austria,11,ALO,Aston Martin,18,65.639,15,41.0,58.0,1,0,29.0,0.0,44.0,1.325,9.667,11.0,7.5,9.0,7.0,11.4,10.4
2024,Austria,11,SAR,Williams,19,65.856,19,0.0,2.0,1,0,29.0,0.0,44.0,1.542,18.333,19.333,13.0,18.0,11.0,18.4,18.0
2024,Austria,11,NOR,McLaren,20,64.718,2,150.0,237.0,1,0,29.0,0.0,44.0,0.404,2.667,4.667,5.5,2.0,3.0,2.2,3.6
2024,British,12,HAM,Mercedes,1,85.99,2,85.0,196.0,1,0,16.3,2.0,21.3,0.171,3.667,3.0,3.0,8.0,5.0,4.8,3.2
2024,British,12,VER,Red Bull Racing,2,86.203,4,237.0,0.0,1,0,16.3,2.0,21.3,0.384,2.333,6.667,4.0,1.0,13.0,2.8,7.8
2024,British,12,NOR,McLaren,3,86.03,3,156.0,268.0,1,0,16.3,2.0,21.3,0.211,8.0,9.667,4.0,2.0,3.0,6.0,7.2
2024,British,12,PIA,McLaren,4,86.237,5,112.0,268.0,1,0,16.3,2.0,21.3,0.418,4.667,9.667,4.0,6.0,3.0,4.0,6.8
2024,British,12,SAI,Ferrari,5,86.509,7,135.0,291.0,1,0,16.3,2.0,21.3,0.69,8.333,6.667,5.5,4.0,1.0,6.6,8.8
2024,British,12,HUL,Haas F1 Team,6,86.338,6,14.0,19.0,1,0,16.3,2.0,21.3,0.519,9.333,10.333,13.0,12.0,9.0,11.6,10.8
2024,British,12,STR,Aston Martin,7,86.585,8,17.0,58.0,1,0,16.3,2.0,21.3,0.766,11.333,15.0,12.5,11.0,7.0,11.4,12.8
2024,British,12,ALO,Aston Martin,8,86.73,10,41.0,58.0,1,0,16.3,2.0,21.3,0.911,12.0,15.0,6.0,9.0,7.0,13.2,12.8
2024,British,12,ALB,Williams,9,86.64,9,2.0,2.0,1,0,16.3,2.0,21.3,0.821,16.667,18.0,14.0,17.0,11.0,15.8,18.4
2024,British,12,TSU,RB,10,87.269,13,19.0,0.0,1,0,16.3,2.0,21.3,1.45,15.667,12.667,15.0,10.0,13.0,13.0,14.2
2024,British,12,SAR,Williams,11,87.175,12,0.0,2.0,1,0,16.3,2.0,21.3,1.356,19.667,18.0,11.0,18.0,11.0,18.2,16.2
2024,British,12,MAG,Haas F1 Team,12,92.905,17,5.0,19.0,1,0,16.3,2.0,21.3,7.086,12.333,10.333,14.5,15.0,9.0,13.8,9.6
2024,British,12,RIC,RB,13,87.949,15,11.0,0.0,1,0,16.3,2.0,21.3,2.13,10.667,12.667,13.0,13.0,13.0,11.4,13.4
2024,British,12,LEC,Ferrari,14,87.097,11,150.0,291.0,1,0,16.3,2.0,21.3,1.278,11.667,6.667,6.5,3.0,1.0,7.8,6.0
2024,British,12,BOT,Kick Sauber,15,92.431,16,0.0,0.0,1,0,16.3,2.0,21.3,6.612,15.0,15.333,14.5,18.0,13.0,15.2,15.4
2024,British,12,OCO,Alpine,16,94.557,18,3.0,0.0,0,0,16.3,2.0,21.3,8.738,10.667,10.667,17.5,16.0,13.0,12.6,10.2
2024,British,12,PER,Red Bull Racing,17,98.348,20,118.0,0.0,2,0,16.3,2.0,21.3,12.529,11.0,6.667,4.0,5.0,13.0,11.8,4.6
2024,British,12,ZHO,Kick Sauber,18,87.867,14,0.0,0.0,0,0,16.3,2.0,21.3,2.048,15.0,15.333,17.0,18.0,13.0,15.2,15.4
2024,British,12,RUS,Mercedes,19,85.819,1,111.0,196.0,1,0,16.3,2.0,21.3,0.0,2.667,3.0,11.5,7.0,5.0,4.0,2.6
2024,British,12,GAS,Alpine,20,99.804,19,6.0,0.0,1,0,16.3,2.0,21.3,13.985,9.333,10.667,17.0,14.0,13.0,10.8,11.4
2024,Hungary,13,PIA,McLaren,1,75.249,2,124.0,295.0,1,0,28.5,0.2,43.5,0.022,4.333,3.0,5.0,5.0,3.0,4.0,7.2
2024,Hungary,13,NOR,McLaren,2,75.227,1,171.0,295.0,1,0,28.5,0.2,43.5,0.0,8.333,3.0,4.5,2.0,3.0,6.2,6.0
2024,Hungary,13,HAM,Mercedes,3,75.854,5,110.0,221.0,1,0,28.5,0.2,43.5,0.627,2.667,8.0,3.0,8.0,5.0,3.8,5.8
2024,Hungary,13,LEC,Ferrari,4,75.891,6,150.0,302.0,1,0,28.5,0.2,43.5,0.664,10.0,10.0,6.5,3.0,1.0,10.0,7.8
2024,Hungary,13,VER,Red Bull Racing,5,75.273,3,255.0,0.0,1,0,28.5,0.2,43.5,0.046,2.667,8.667,1.0,1.0,13.0,3.0,7.8
2024,Hungary,13,SAI,Ferrari,6,75.696,4,146.0,302.0,1,0,28.5,0.2,43.5,0.469,4.667,10.0,6.0,4.0,1.0,6.6,7.4
2024,Hungary,13,PER,Red Bull Racing,7,77.886,16,118.0,0.0,2,0,28.5,0.2,43.5,2.659,10.667,8.667,4.0,6.0,13.0,13.6,7.2
2024,Hungary,13,RUS,Mercedes,8,77.968,17,111.0,221.0,2,0,28.5,0.2,43.5,2.741,8.0,8.0,4.5,7.0,5.0,6.4,5.6
2024,Hungary,13,TSU,RB,9,76.121,10,20.0,0.0,1,0,28.5,0.2,43.5,0.894,14.333,12.333,17.0,12.0,13.0,13.0,13.0
2024,Hungary,13,STR,Aston Martin,10,76.075,8,23.0,68.0,0,0,28.5,0.2,43.5,0.848,11.333,9.333,10.5,10.0,7.0,11.0,12.0
2024,Hungary,13,ALO,Aston Martin,11,76.043,7,45.0,68.0,0,0,28.5,0.2,43.5,0.816,12.667,9.333,8.5,9.0,7.0,11.0,11.2
2024,Hungary,13,RIC,RB,12,76.202,9,11.0,0.0,1,0,28.5,0.2,43.5,0.975,12.333,12.333,14.0,13.0,13.0,11.4,11.0
2024,Hungary,13,HUL,Haas F1 Team,13,76.317,11,22.0,27.0,1,0,28.5,0.2,43.5,1.09,7.667,8.667,14.0,11.0,9.0,10.6,9.8
2024,Hungary,13,ALB,Williams,14,76.429,13,4.0,4.0,0,0,28.5,0.2,43.5,1.202,14.0,13.0,14.0,16.0,11.0,13.6,14.8
2024,Hungary,13,MAG,Haas F1 Team,15,76.548,15,5.0,27.0,0,0,28.5,0.2,43.5,1.321,12.333,8.667,16.5,15.0,9.0,13.8,9.0
2024,Hungary,13,BOT,Kick Sauber,16,76.384,12,0.0,0.0,1,0,28.5,0.2,43.5,1.157,15.667,16.667,16.0,18.0,13.0,14.6,16.4
2024,Hungary,13,SAR,Williams,17,76.543,14,0.0,4.0,1,0,28.5,0.2,43.5,1.316,16.667,13.0,18.0,18.0,11.0,17.0,13.6
2024,Hungary,13,OCO,Alpine,18,78.049,19,3.0,0.0,1,0,28.5,0.2,43.5,2.822,12.667,15.333,14.0,17.0,13.0,13.0,13.6
2024,Hungary,13,ZHO,Kick Sauber,19,78.037,18,0.0,0.0,1,0,28.5,0.2,43.5,2.81,16.0,16.667,14.5,18.0,13.0,15.8,16.4
2024,Hungary,13,GAS,Alpine,20,78.166,20,6.0,0.0,2,0,28.5,0.2,43.5,2.939,13.0,15.333,16.0,14.0,13.0,11.6,15.2
2024,Belgium,14,HAM,Mercedes,1,113.835,3,125.0,241.0,1,2,19.8,0.0,34.8,0.676,2.667,4.0,12.0,6.0,5.0,3.0,7.0
2024,Belgium,14,PIA,McLaren,2,114.027,5,149.0,338.0,1,2,19.8,0.0,34.8,0.868,2.333,2.333,20.0,5.0,1.0,3.8,6.0
2024,Belgium,14,LEC,Ferrari,3,113.754,1,162.0,322.0,1,2,19.8,0.0,34.8,0.595,9.667,8.0,4.5,3.0,3.0,10.6,8.0
2024,Belgium,14,VER,Red Bull Racing,4,113.159,11,265.0,0.0,1,2,19.8,0.0,34.8,0.0,4.0,9.667,1.0,1.0,13.0,2.8,7.6
2024,Belgium,14,NOR,McLaren,5,113.981,4,189.0,338.0,1,2,19.8,0.0,34.8,0.822,8.333,2.333,9.5,2.0,1.0,5.8,2.4
2024,Belgium,14,SAI,Ferrari,6,114.112,7,154.0,322.0,2,2,19.8,0.0,34.8,0.953,4.667,8.0,11.0,4.0,3.0,7.2,6.4
2024,Belgium,14,PER,Red Bull Racing,7,113.765,2,124.0,0.0,1,2,19.8,0.0,34.8,0.606,10.333,9.667,2.0,7.0,13.0,11.4,7.0
2024,Belgium,14,ALO,Aston Martin,8,114.258,8,45.0,69.0,1,2,19.8,0.0,34.8,1.099,12.333,9.667,5.0,9.0,7.0,11.0,10.8
2024,Belgium,14,OCO,Alpine,9,114.46,9,3.0,0.0,1,2,19.8,0.0,34.8,1.301,15.333,19.333,7.5,17.0,13.0,13.2,17.2
2024,Belgium,14,RIC,RB,10,114.682,13,11.0,0.0,0,2,19.8,0.0,34.8,1.523,11.333,11.333,15.5,13.0,13.0,11.4,11.6
2024,Belgium,14,STR,Aston Martin,11,115.716,15,24.0,69.0,1,2,19.8,0.0,34.8,2.557,10.0,9.667,10.0,10.0,7.0,10.2,8.8
2024,Belgium,14,ALB,Williams,12,114.473,10,4.0,4.0,1,2,19.8,0.0,34.8,1.314,12.667,14.0,12.0,16.0,11.0,14.6,14.0
2024,Belgium,14,GAS,Alpine,13,114.635,12,6.0,0.0,1,2,19.8,0.0,34.8,1.476,16.667,19.333,10.0,14.0,13.0,13.6,16.6
2024,Belgium,14,MAG,Haas F1 Team,14,116.5,17,5.0,27.0,1,2,19.8,0.0,34.8,3.341,11.667,13.333,15.5,15.0,9.0,12.8,10.8
2024,Belgium,14,BOT,Kick Sauber,15,114.764,14,0.0,0.0,1,2,19.8,0.0,34.8,1.605,15.667,16.667,15.5,18.0,13.0,15.2,17.0
2024,Belgium,14,TSU,RB,16,116.593,20,22.0,0.0,1,2,19.8,0.0,34.8,3.434,11.0,11.333,11.5,11.0,13.0,13.2,10.8
2024,Belgium,14,SAR,Williams,17,117.23,18,0.0,4.0,1,2,19.8,0.0,34.8,4.071,15.667,14.0,17.0,18.0,11.0,17.4,12.6
2024,Belgium,14,HUL,Haas F1 Team,18,116.308,16,22.0,27.0,1,2,19.8,0.0,34.8,3.149,8.333,13.333,18.0,11.0,9.0,9.4,12.0
2024,Belgium,14,ZHO,Kick Sauber,19,117.775,19,0.0,0.0,2,2,19.8,0.0,34.8,4.616,18.0,16.667,13.5,18.0,13.0,16.4,16.6
2024,Belgium,14,RUS,Mercedes,20,114.095,6,116.0,241.0,1,2,19.8,0.0,34.8,0.936,9.333,4.0,5.0,8.0,5.0,7.0,6.4
2024,Netherlands,15,NOR,McLaren,1,69.673,1,199.0,366.0,1,0,18.3,5.5,23.3,0.0,3.333,2.667,7.0,2.0,1.0,6.4,2.8
2024,Netherlands,15,VER,Red Bull Racing,2,70.029,2,277.0,0.0,1,0,18.3,5.5,23.3,0.356,3.667,6.0,1.0,1.0,12.0,3.4,8.0
2024,Netherlands,15,LEC,Ferrari,3,70.582,6,177.0,345.0,1,0,18.3,5.5,23.3,0.909,7.0,4.333,11.0,3.0,3.0,7.4,6.6
2024,Netherlands,15,PIA,McLaren,4,70.172,3,167.0,366.0,1,0,18.3,5.5,23.3,0.499,2.333,2.667,9.0,4.0,1.0,3.2,2.2
2024,Netherlands,15,SAI,Ferrari,5,70.914,10,162.0,345.0,1,0,18.3,5.5,23.3,1.241,5.667,4.333,6.5,5.0,3.0,5.2,4.4
2024,Netherlands,15,PER,Red Bull Racing,6,70.416,5,131.0,0.0,1,0,18.3,5.5,23.3,0.743,10.333,6.0,4.5,7.0,12.0,9.2,5.0
2024,Netherlands,15,RUS,Mercedes,7,70.244,4,116.0,266.0,1,0,18.3,5.5,23.3,0.571,15.667,9.667,9.5,8.0,5.0,10.4,10.2
2024,Netherlands,15,HAM,Mercedes,8,70.948,14,150.0,266.0,0,0,18.3,5.5,23.3,1.275,1.667,9.667,5.0,6.0,5.0,2.4,7.8
2024,Netherlands,15,GAS,Alpine,9,70.815,9,6.0,0.0,1,0,18.3,5.5,23.3,1.142,17.667,14.0,7.0,14.0,12.0,14.4,16.0
2024,Netherlands,15,ALO,Aston Martin,10,70.633,7,49.0,73.0,1,0,18.3,5.5,23.3,0.96,9.0,9.667,4.0,9.0,7.0,11.4,9.6
2024,Netherlands,15,HUL,Haas F1 Team,11,71.215,12,22.0,27.0,1,0,18.3,5.5,23.3,1.542,12.333,15.667,12.0,11.0,9.0,10.8,14.4
2024,Netherlands,15,RIC,RB,12,71.943,13,12.0,0.0,1,0,18.3,5.5,23.3,2.27,11.667,11.667,17.0,13.0,12.0,11.8,12.0
2024,Netherlands,15,STR,Aston Martin,13,70.661,8,24.0,73.0,1,0,18.3,5.5,23.3,0.988,9.333,9.667,10.5,10.0,7.0,11.0,10.0
2024,Netherlands,15,ALB,Williams,14,70.653,19,4.0,4.0,1,0,18.3,5.5,23.3,0.98,11.667,15.333,10.0,17.0,11.0,13.6,14.2
2024,Netherlands,15,OCO,Alpine,15,71.995,15,5.0,0.0,1,0,18.3,5.5,23.3,2.322,14.333,14.0,9.5,15.0,12.0,13.0,13.8
2024,Netherlands,15,TSU,RB,17,70.955,11,22.0,0.0,0,0,18.3,5.5,23.3,1.282,11.667,11.667,17.5,11.0,12.0,13.6,11.8
2024,Netherlands,15,MAG,Haas F1 Team,18,71.295,20,5.0,27.0,2,0,18.3,5.5,23.3,1.622,13.667,15.667,15.5,15.0,9.0,13.2,14.2
2024,Netherlands,15,BOT,Kick Sauber,19,72.168,16,0.0,0.0,0,0,18.3,5.5,23.3,2.495,15.333,17.667,16.5,18.0,12.0,15.6,17.4
2024,Netherlands,15,ZHO,Kick Sauber,20,73.261,17,0.0,0.0,1,0,18.3,5.5,23.3,3.588,18.667,17.667,17.0,18.0,12.0,17.2,17.6
2024,Italian,16,LEC,Ferrari,1,79.461,4,192.0,370.0,1,0,30.8,19.1,35.8,0.134,3.333,4.667,3.0,3.0,3.0,7.0,4.6
2024,Italian,16,PIA,McLaren,2,79.436,2,179.0,404.0,1,0,30.8,19.1,35.8,0.109,2.333,2.333,12.0,4.0,1.0,2.6,2.8
2024,Italian,16,NOR,McLaren,3,79.327,1,225.0,404.0,1,0,30.8,19.1,35.8,0.0,2.667,2.333,7.5,2.0,1.0,6.2,2.8
2024,Italian,16,SAI,Ferrari,4,79.467,5,172.0,370.0,1,0,30.8,19.1,35.8,0.14,5.667,4.667,3.5,5.0,3.0,5.0,3.6
2024,Italian,16,HAM,Mercedes,5,79.513,6,154.0,276.0,1,0,30.8,19.1,35.8,0.186,4.0,11.667,5.5,6.0,5.0,3.4,8.8
2024,Italian,16,VER,Red Bull Racing,6,79.662,7,295.0,0.0,2,0,30.8,19.1,35.8,0.335,3.667,5.0,1.0,1.0,13.0,3.6,5.2
2024,Italian,16,RUS,Mercedes,7,79.44,3,122.0,276.0,1,0,30.8,19.1,35.8,0.113,11.667,11.667,4.0,8.0,5.0,11.0,8.2
2024,Italian,16,PER,Red Bull Racing,8,80.062,8,139.0,0.0,2,0,30.8,19.1,35.8,0.735,6.667,5.0,4.0,7.0,13.0,8.8,5.0
2024,Italian,16,ALB,Williams,9,80.299,9,4.0,4.0,1,0,30.8,19.1,35.8,0.972,13.333,14.333,7.0,17.0,11.0,12.8,14.8
2024,Italian,16,MAG,Haas F1 Team,10,80.698,13,5.0,27.0,1,0,30.8,19.1,35.8,1.371,15.667,14.333,17.0,15.0,9.0,13.4,15.2
2024,Italian,16,ALO,Aston Martin,11,80.421,11,50.0,74.0,1,0,30.8,19.1,35.8,1.094,9.667,11.333,14.0,9.0,7.0,11.0,10.6
2024,Italian,16,COL,Williams,12,81.061,18,0.0,4.0,1,0,30.8,19.1,35.8,1.734,11.0,14.333,9.25,18.0,11.0,18.0,13.8
2024,Italian,16,RIC,RB,13,80.479,12,12.0,0.0,1,0,30.8,19.1,35.8,1.152,11.333,15.0,17.0,13.0,13.0,11.2,13.4
2024,Italian,16,OCO,Alpine,14,80.764,15,5.0,0.0,2,0,30.8,19.1,35.8,1.437,14.0,12.333,15.0,15.0,13.0,14.0,13.2
2024,Italian,16,GAS,Alpine,15,80.738,14,8.0,0.0,1,0,30.8,19.1,35.8,1.411,14.0,12.333,11.5,14.0,13.0,14.4,12.0
2024,Italian,16,BOT,Kick Sauber,16,81.101,19,0.0,0.0,2,0,30.8,19.1,35.8,1.774,16.667,19.333,11.5,18.0,13.0,16.2,18.4
2024,Italian,16,HUL,Haas F1 Team,17,80.339,10,22.0,27.0,1,0,30.8,19.1,35.8,1.012,14.0,14.333,17.0,11.0,9.0,10.8,14.2
2024,Italian,16,ZHO,Kick Sauber,18,81.445,20,0.0,0.0,1,0,30.8,19.1,35.8,2.118,19.333,19.333,12.0,18.0,13.0,18.6,17.8
2024,Italian,16,STR,Aston Martin,19,81.013,17,24.0,74.0,2,0,30.8,19.1,35.8,1.686,11.333,11.333,17.0,10.0,7.0,10.8,10.6
2024,Italian,16,TSU,RB,20,80.945,16,22.0,0.0,2,0,30.8,19.1,35.8,1.618,14.0,15.0,17.0,11.0,13.0,13.2,13.6
2024,Azerbaijan,17,PIA,McLaren,1,101.686,2,197.0,438.0,1,1,26.6,0.0,41.6,0.321,2.667,3.0,11.0,4.0,1.0,2.6,3.0
2024,Azerbaijan,17,LEC,Ferrari,2,101.365,1,217.0,407.0,1,1,26.6,0.0,41.6,0.0,2.333,3.333,3.0,3.0,3.0,5.0,3.8
2024,Azerbaijan,17,RUS,Mercedes,3,101.874,5,128.0,292.0,1,1,26.6,0.0,41.6,0.509,11.333,6.667,8.0,8.0,5.0,12.2,9.4
2024,Azerbaijan,17,NOR,McLaren,4,103.609,15,241.0,438.0,2,1,26.6,0.0,41.6,2.244,3.0,3.0,9.0,2.0,1.0,2.8,2.2
